user_id,label,tweet_id
user_10,aggressor,717902957254062080
user_10,aggressor,717904442046033920
user_11,aggressor,692432098309705728
user_11,aggressor,692396274767691776
user_11,aggressor,692533734671847428
user_11,aggressor,692531834656264193
user_11,aggressor,692462662215667713
user_11,aggressor,692398237689327616
user_11,aggressor,692444479882665985
user_12,aggressor,670582165210427392
user_12,aggressor,670578541369491456
user_12,aggressor,670620429862612992
user_12,aggressor,670707973396631552
user_12,aggressor,670557326554730496
user_12,aggressor,670536204060745729
user_12,aggressor,670453483988873217
user_12,aggressor,670762025392324608
user_13,aggressor,659655357392908288
user_13,aggressor,660051148703944704
user_13,aggressor,660161383380738048
user_13,aggressor,659609777882972160
user_13,aggressor,659605776512786432
user_13,aggressor,660778080303230977
user_13,aggressor,661073317357625344
user_14,aggressor,659891463162064896
user_14,aggressor,659935180396896256
user_14,aggressor,660047357044793345
user_14,aggressor,660131788384313344
user_14,aggressor,659909792274776070
user_14,aggressor,659872576215375872
user_14,aggressor,660066269140512773
user_14,aggressor,660047365412360192
user_14,aggressor,660135479380213760
user_14,aggressor,659946542762237952
user_15,aggressor,659486708619214848
user_15,aggressor,659849864029847552
user_15,aggressor,661031596594737152
user_15,aggressor,660242299880914944
user_15,aggressor,659849012598734848
user_15,aggressor,660796837222350848
user_15,aggressor,660146585892966400
user_15,aggressor,660096711428341760
user_15,aggressor,660793116874686464
user_15,aggressor,660275523000672256
user_16,aggressor,669665936304132097
user_16,aggressor,670013451180384256
user_16,aggressor,670600238483251204
user_16,aggressor,670073836549898241
user_16,aggressor,669926176102686720
user_16,aggressor,671208261572534272
user_16,aggressor,670630475237601281
user_16,aggressor,669887823382757376
user_16,aggressor,670217717975240705
user_16,aggressor,670873564514549761
user_17,aggressor,667964835662053376
user_17,aggressor,671157724382666754
user_17,aggressor,671153865627197440
user_17,aggressor,670679506634604544
user_17,aggressor,667755414054903809
user_17,aggressor,669556511081893888
user_17,aggressor,668782209025908737
user_17,aggressor,668848688735911936
user_17,aggressor,670557334960230400
user_17,aggressor,668832750384885760
user_18,aggressor,711211800885211136
user_18,aggressor,711228557133873152
user_18,aggressor,711108960720261120
user_18,aggressor,710970045380231168
user_18,aggressor,710932082738929664
user_18,aggressor,711026676860227586
user_19,aggressor,739383284086493184
user_19,aggressor,739357354899181568
user_19,aggressor,739338228872929280
user_19,aggressor,739456759891435521
user_19,aggressor,739290413794758656
user_19,aggressor,739408684808327169
user_19,aggressor,739437885540175872
user_20,aggressor,665059659355709440
user_20,aggressor,662603437213925376
user_20,aggressor,665561415583965189
user_20,aggressor,664079425340891136
user_20,aggressor,665791972251181056
user_20,aggressor,664276226312376321
user_20,aggressor,665143197312634881
user_20,aggressor,666748298745782272
user_20,aggressor,661924488423043072
user_20,aggressor,662499481393475584
user_21,aggressor,734309593921261573
user_21,aggressor,734388895647956997
user_21,aggressor,734476875356119040
user_21,aggressor,734169483196108802
user_21,aggressor,734282284799545344
user_21,aggressor,734234134218956800
user_22,aggressor,706549949438164992
user_22,aggressor,706739062208536576
user_22,aggressor,706663757674475520
user_22,aggressor,706666685273497601
user_22,aggressor,706656891577892864
user_23,aggressor,736123013825843202
user_23,aggressor,736149437962059777
user_23,aggressor,735978310375739392
user_23,aggressor,736004730275651584
user_23,aggressor,735970752227344384
user_24,aggressor,658240253740888066
user_24,aggressor,656677208619134976
user_24,aggressor,657501989123788800
user_24,aggressor,656823422064984064
user_24,aggressor,657740242393407488
user_24,aggressor,657888355825418240
user_24,aggressor,656593628702244865
user_24,aggressor,656732095268659200
user_24,aggressor,657207125370884096
user_24,aggressor,657966072084197376
user_25,aggressor,680739779642847232
user_25,aggressor,680577535588065280
user_25,aggressor,680650604566425600
user_25,aggressor,680591620052545537
user_25,aggressor,680701586331533312
user_26,aggressor,654009580939309056
user_26,aggressor,654421465778008064
user_26,aggressor,653761076803321856
user_26,aggressor,654103952762490880
user_26,aggressor,653627425323130881
user_26,aggressor,653858200098369536
user_26,aggressor,653662925899583488
user_26,aggressor,653861241002311680
user_26,aggressor,654376477681680384
user_26,aggressor,654417489594597376
user_27,aggressor,665895118579347456
user_27,aggressor,666738370819842049
user_27,aggressor,665390149535166464
user_27,aggressor,665313884534939649
user_27,aggressor,663040781477892098
user_27,aggressor,666753570990108673
user_27,aggressor,662365372717264896
user_27,aggressor,662603424597458944
user_27,aggressor,665656089413877760
user_27,aggressor,663760716994879488
user_28,aggressor,672282716436467714
user_28,aggressor,672104047449477120
user_28,aggressor,672185723156467712
user_28,aggressor,672221844477362176
user_28,aggressor,672384214399078400
user_29,aggressor,664227358451367937
user_29,aggressor,664955518985748480
user_29,aggressor,664186493355839491
user_29,aggressor,664419705046876160
user_29,aggressor,663801980549242880
user_29,aggressor,662320619481092097
user_29,aggressor,661905437902675968
user_29,aggressor,662943444277530624
user_29,aggressor,664922702742990848
user_29,aggressor,665406205368639489
user_30,aggressor,659945167009554433
user_30,aggressor,660389129918816256
user_30,aggressor,660789308438245376
user_30,aggressor,661125288965836800
user_30,aggressor,660536425465647104
user_30,aggressor,660928181847916545
user_30,aggressor,660849714808639489
user_30,aggressor,660366614869618688
user_30,aggressor,659577230088097792
user_30,aggressor,659543608559853570
user_31,aggressor,665427772450480129
user_31,aggressor,661894016833859584
user_31,aggressor,664929065518940161
user_31,aggressor,662363338471546880
user_31,aggressor,664338125825646592
user_31,aggressor,666266545170042880
user_31,aggressor,663904493541662720
user_31,aggressor,666375861332008960
user_31,aggressor,665910310361047042
user_31,aggressor,664606716483534848
user_32,aggressor,732185145407459329
user_32,aggressor,732225012275412994
user_32,aggressor,732291148031496192
user_32,aggressor,732169752286633984
user_32,aggressor,732271061522223104
user_33,aggressor,663022020335128584
user_33,aggressor,662849126942552064
user_33,aggressor,662886821165187072
user_33,aggressor,663621638051766272
user_33,aggressor,664302629456080896
user_33,aggressor,662473510258941952
user_33,aggressor,664606708094906368
user_33,aggressor,665696535083155456
user_33,aggressor,663348895053910016
user_33,aggressor,661977122739757056
user_34,aggressor,663640931866947584
user_34,aggressor,659672579213541376
user_34,aggressor,662034114950901764
user_34,aggressor,663239515977424896
user_34,aggressor,664174690592780288
user_34,aggressor,661679377487372288
user_34,aggressor,663785517885075456
user_34,aggressor,663786411296997376
user_34,aggressor,662056743212556288
user_34,aggressor,659693139670773760
user_35,aggressor,664130168051515392
user_35,aggressor,664135981344296960
user_35,aggressor,664135087970119680
user_35,aggressor,664157040969936896
user_35,aggressor,664109259425259520
user_35,aggressor,664129899599261696
user_36,aggressor,733948682471641089
user_36,aggressor,733986431203454976
user_36,aggressor,734056895502295040
user_36,aggressor,733931070568206336
user_36,aggressor,734065707739193344
user_36,aggressor,733859347973836800
user_37,aggressor,666597760989323264
user_37,aggressor,666643583735357440
user_37,aggressor,666878879995469824
user_37,aggressor,666316809738559488
user_37,aggressor,666855580670304256
user_37,aggressor,666844352497516544
user_37,aggressor,666445348341219328
user_37,aggressor,666658691643478016
user_37,aggressor,666380974176018433
user_37,aggressor,666506346116812800
user_38,aggressor,706712831001886721
user_38,aggressor,706549546768211968
user_38,aggressor,706665049528487936
user_38,aggressor,706515119920951296
user_38,aggressor,706672137864503296
user_39,aggressor,659644015973965824
user_39,aggressor,660952760481902596
user_39,aggressor,660902751795286016
user_39,aggressor,660238986389123072
user_39,aggressor,660246263506554881
user_39,aggressor,659558175365025792
user_39,aggressor,659830889023713281
user_39,aggressor,660411892402364416
user_39,aggressor,660612132669640704
user_39,aggressor,660999317243711488
user_40,aggressor,709965341808566272
user_40,aggressor,710077006759591936
user_40,aggressor,710099832161959937
user_40,aggressor,710142509200986112
user_40,aggressor,710019116975792130
user_40,aggressor,710133353047990273
user_41,aggressor,666430039165181952
user_41,aggressor,666517649791320064
user_41,aggressor,666320618166616069
user_41,aggressor,666859372291735553
user_41,aggressor,666464252102840320
user_41,aggressor,666354554255089664
user_41,aggressor,666502558677078016
user_41,aggressor,666430047557939200
user_41,aggressor,666859368093237248
user_41,aggressor,666362200488067074
user_42,aggressor,737853537544179712
user_42,aggressor,737753364985974784
user_42,aggressor,737750265395355649
user_42,aggressor,737746666690891776
user_42,aggressor,737794691471675392
user_42,aggressor,737782574102249474
user_43,aggressor,730271267710963712
user_43,aggressor,730133363181367297
user_43,aggressor,730219606464446464
user_43,aggressor,730312795506511872
user_43,aggressor,730359025142005760
user_44,bully,661369397475438593
user_44,bully,661395821582225408
user_44,bully,659529276614668288
user_44,bully,661373243622821888
user_44,bully,660845969299382272
user_44,bully,660442007475773440
user_44,bully,660035675912347648
user_44,bully,661067957049688064
user_44,bully,660275506219196416
user_44,bully,659581717976653824
user_45,bully,665934050117464064
user_45,bully,666372057110835200
user_45,bully,664688069208088576
user_45,bully,664567688480628737
user_45,bully,666307850705182720
user_45,bully,664884329093443585
user_45,bully,663715309430439936
user_45,bully,667011331950837760
user_45,bully,664355666404970496
user_45,bully,665251154507538432
user_46,bully,741994980709965824
user_46,bully,742032473626935296
user_46,bully,742314079168139264
user_46,bully,742026442196783104
user_46,bully,742193283212906500
user_46,bully,742294449829642241
user_46,bully,741960750990823425
user_46,bully,742271297284083712
user_46,bully,742237327628587008
user_46,bully,742094901609943041
user_47,bully,659840993093681152
user_47,bully,659924971439923200
user_47,bully,659782520288874496
user_47,bully,659839483127443456
user_47,bully,659837734094299137
user_47,bully,659925009205501953
user_48,bully,670682362964025344
user_48,bully,670970574559182849
user_48,bully,668832737818746880
user_48,bully,670121420937150464
user_48,bully,669332593972789248
user_48,bully,671336754083995648
user_48,bully,669684915508813826
user_48,bully,669560483108814848
user_48,bully,668988329728307200
user_48,bully,667527491393822720
user_49,bully,738418757756944385
user_49,bully,738439712512344064
user_49,bully,738439704102744064
user_49,bully,738407462483660800
user_49,bully,738541592156491776
user_49,bully,738375367682084864
user_50,bully,657661179729465344
user_50,bully,656967123084976128
user_50,bully,657604799920283648
user_50,bully,657435891087089664
user_50,bully,657238213526990848
user_50,bully,657420804179820544
user_51,bully,660396851624038400
user_51,bully,659495554393706497
user_51,bully,660593249904697344
user_51,bully,659797716269178880
user_51,bully,659879987516940292
user_51,bully,660423221183963136
user_51,bully,659996987648040960
user_51,bully,660778105460678656
user_51,bully,659887575012925442
user_51,bully,659909779662495744
user_52,bully,661550641714720768
user_52,bully,661641326765727745
user_52,bully,661505422956843008
user_52,bully,661607269038182404
user_52,bully,661618656544169984
user_52,bully,661482610129022976
user_52,bully,661546938156888064
user_53,bully,657458691332026368
user_53,bully,657866381862543360
user_53,bully,656956142405484544
user_53,bully,657347613579202560
user_53,bully,656941131012395008
user_53,bully,656879608957173760
user_53,bully,656846897550860288
user_53,bully,657806101350633472
user_53,bully,656838727071870976
user_53,bully,657507265554051072
user_54,bully,662949643421134848
user_54,bully,663038210361176064
user_54,bully,663122272614539265
user_54,bully,662949664417849344
user_54,bully,663277352806391808
user_54,bully,662939853923962880
user_54,bully,663034515166797824
user_54,bully,662898342926618625
user_54,bully,662917141788819456
user_54,bully,663178962818998272
user_55,bully,669548894246817792
user_55,bully,670342402050269184
user_55,bully,670358965360975872
user_55,bully,669844953368018944
user_55,bully,668548334639038464
user_55,bully,668225612302188544
user_55,bully,668071471634366464
user_55,bully,668600490817662977
user_55,bully,670645385992515584
user_55,bully,668996869331296257
user_56,bully,663511768271077376
user_56,bully,664978361169657857
user_56,bully,667116197918474240
user_56,bully,662761373731041280
user_56,bully,666999000680239104
user_56,bully,663953722075176960
user_56,bully,663712314688958464
user_56,bully,666154146203062272
user_56,bully,665707893233213440
user_56,bully,662645241833512960
user_57,bully,662586810980294656
user_57,bully,664139835922358272
user_57,bully,662719602636406785
user_57,bully,662996535769235456
user_57,bully,665556453718126592
user_57,bully,666449915971792896
user_57,bully,665314886952423424
user_57,bully,667029229016600576
user_57,bully,661863922685857792
user_57,bully,662582872520458240
user_58,bully,660933097576337408
user_58,bully,660047189280976896
user_58,bully,661208105494147073
user_58,bully,659406609991507968
user_58,bully,659985033869004800
user_58,bully,660966358423834624
user_58,bully,661437609433038848
user_58,bully,659909620270555137
user_59,bully,660016335968190464
user_59,bully,660161601484496896
user_59,bully,661320240207368192
user_59,bully,660005061695811584
user_59,bully,663684812641841152
user_59,bully,659846697347121152
user_59,bully,660695309903896576
user_59,bully,662868311676428289
user_59,bully,663834691896782848
user_59,bully,664247449192648704
user_60,bully,675895626991734785
user_60,bully,675958851909328900
user_60,bully,675830682371821569
user_60,bully,675824663537192960
user_60,bully,675895564081299456
user_60,bully,675826983008231424
user_60,bully,675957371336790016
user_61,bully,663073190864908288
user_61,bully,663258293863845888
user_61,bully,666884609444077568
user_61,bully,664332874552893440
user_61,bully,663898202047950848
user_61,bully,664045476682010624
user_61,bully,665316778592051200
user_61,bully,665829167359991808
user_61,bully,662893368477896704
user_61,bully,664450914854576130
user_62,bully,667668361279598592
user_62,bully,667790058997592064
user_62,bully,667622907598753792
user_62,bully,667527822722932736
user_62,bully,667679786538520577
user_62,bully,667607799694757888
user_62,bully,668290372372705281
user_62,bully,668237490579443713
user_62,bully,667668369668243456
user_62,bully,668256037770784768
user_63,bully,653753405442248704
user_63,bully,654039549241348097
user_63,bully,654103977932509184
user_63,bully,654389819741732864
user_63,bully,653466854791450624
user_63,bully,654274287638085632
user_63,bully,654034612558135296
user_63,bully,653880207624019968
user_63,bully,654105500460675072
user_63,bully,653791317747757056
user_64,bully,681824510572687360
user_64,bully,681744630040391684
user_64,bully,681896182822629377
user_64,bully,681845062637088768
user_64,bully,681943926593425408
user_65,bully,661871698912874496
user_65,bully,662030293965152258
user_65,bully,661999935567634433
user_65,bully,661875310221205506
user_65,bully,662018843490058240
user_65,bully,662030298121674753
user_65,bully,661788932716306432
user_65,bully,662063991003455488
user_65,bully,661909275690840065
user_65,bully,661962274937184257
user_66,bully,662275413276684288
user_66,bully,665947971025006592
user_66,bully,664079416956477440
user_66,bully,663220343826481152
user_66,bully,666316478359207937
user_66,bully,662227484956631040
user_66,bully,662947256866357248
user_66,bully,667086288324005888
user_66,bully,662939723904741377
user_66,bully,663638906018119681
user_67,bully,663996013234020352
user_67,bully,664075637909561348
user_67,bully,664162422232653828
user_67,bully,664124765796483073
user_67,bully,664166444574339072
user_67,bully,664186346563633153
user_68,bully,663992355796684800
user_68,bully,661919518189592576
user_68,bully,662680390113566720
user_68,bully,662904676292145152
user_68,bully,662817829037699074
user_68,bully,665571758741823488
user_68,bully,663212768921853952
user_68,bully,662133511562919936
user_68,bully,663345107580690432
user_68,bully,665063467800489984
user_69,bully,660683687474909184
user_69,bully,660043099826233345
user_69,bully,660975409727733760
user_69,bully,660542872127696896
user_69,bully,659720511707095041
user_69,bully,660595854579994624
user_69,bully,659793429686284288
user_69,bully,660532633798098944
user_69,bully,659545953171566592
user_69,bully,660392913172582400
user_70,bully,662056634177441792
user_70,bully,662072073402105856
user_70,bully,662074308961968129
user_70,bully,662081955173965825
user_70,bully,662074296370667520
user_70,bully,662052813145550848
user_71,bully,719283512445169664
user_71,bully,719393596143702016
user_71,bully,719244585113935872
user_71,bully,719106923828744192
user_71,bully,719321957410476037
user_71,bully,719106919659610113
user_71,bully,719177048422531073
user_72,bully,653905700612145152
user_72,bully,654407087699685376
user_72,bully,653901833442865153
user_72,bully,653537407141326848
user_72,bully,653819029514244096
user_72,bully,654166997345923072
user_72,bully,653775794632835072
user_72,bully,653629266614177792
user_72,bully,654423135110995968
user_72,bully,653979218376835072
user_73,bully,665995014338662402
user_73,bully,665637613504765954
user_73,bully,665946012268273664
user_73,bully,665682895185514497
user_73,bully,666162144744968192
user_73,bully,665686716217499648
user_73,bully,666108931631095808
user_73,bully,665698053404405760
user_73,bully,665926827517616129
user_73,bully,666116753991299073
user_74,bully,665705141803315200
user_74,bully,663641288357621760
user_74,bully,664446083033145345
user_74,bully,662457349584629760
user_74,bully,665296402659045376
user_74,bully,662499473004851204
user_74,bully,663269656254353408
user_74,bully,666846776801042432
user_74,bully,662849110173753344
user_74,bully,662425875539992576
user_75,bully,656200366590197761
user_75,bully,656238723487649792
user_75,bully,656192758101770240
user_75,bully,656362505778896896
user_75,bully,656223414265487360
user_75,bully,656212521649610752
user_75,bully,656362509964808192
user_75,bully,656274630911664128
user_75,bully,656274639325417476
user_76,bully,657225852946685952
user_76,bully,657608297948782596
user_76,bully,657707262564278272
user_76,bully,657607312295727104
user_76,bully,657233641769185281
user_76,bully,656730581120733184
user_76,bully,657552907999584256
user_76,bully,656801783642222592
user_76,bully,657083439515070465
user_76,bully,657862263064412160
user_77,bully,666259855284559873
user_77,bully,666660939761086464
user_77,bully,662984967882936320
user_77,bully,666444803098304512
user_77,bully,665161312511610884
user_77,bully,661931761350373376
user_77,bully,664544057771876352
user_77,bully,661806326511747072
user_77,bully,666154162980302848
user_77,bully,666601170950094848
user_78,bully,718787766688071680
user_78,bully,718879823255498754
user_78,bully,718787770861363200
user_78,bully,718978699769561088
user_78,bully,718886987130880000
user_79,bully,661871698912874496
user_79,bully,662030293965152258
user_79,bully,661999935567634433
user_79,bully,661875310221205506
user_79,bully,662018843490058240
user_79,bully,662030298121674753
user_79,bully,661788932716306432
user_79,bully,662063991003455488
user_79,bully,661909275690840065
user_79,bully,661962274937184257
user_80,bully,665062385682677760
user_80,bully,662071905646739456
user_80,bully,662490757215965184
user_80,bully,665541220014379008
user_80,bully,665211119880052736
user_80,bully,665485444155580416
user_80,bully,664189144139210752
user_80,bully,663538590819991552
user_80,bully,662826515470655488
user_80,bully,665629866625277952
user_81,bully,666032742094782464
user_81,bully,665811530303315968
user_81,bully,665987523290783744
user_81,bully,665660262716989444
user_81,bully,665626255316951044
user_81,bully,665686707799478272
user_81,bully,665930736634056704
user_81,bully,666139399030185985
user_82,bully,668838198810959872
user_82,bully,669225215596081153
user_82,bully,670788755654123520
user_82,bully,669604733028605952
user_82,bully,669772765201870848
user_82,bully,670110125676433408
user_82,bully,670721126725754881
user_82,bully,667819372988121088
user_82,bully,668175712663289856
user_82,bully,667413687334998017
user_83,bully,668832746215776260
user_83,bully,670721944594067456
user_83,bully,671185700423888901
user_83,bully,669715877873455104
user_83,bully,669939346217156609
user_83,bully,670174613087875072
user_83,bully,667820320892387328
user_83,bully,669496171849732096
user_83,bully,667795905840549888
user_83,bully,671394773899546624
user_84,bully,670643855042179072
user_84,bully,670943454197886976
user_84,bully,670753364121112576
user_84,bully,670657826277167105
user_84,bully,671002778416898048
user_84,bully,670673710110662656
user_84,bully,670847945676320768
user_84,bully,671118096627822592
user_85,bully,656963369203802112
user_85,bully,657143774607462400
user_85,bully,657881221301669888
user_85,bully,656982419736784897
user_85,bully,657494942693130242
user_85,bully,657699352106913792
user_85,bully,657835859929112576
user_85,bully,656677204408037377
user_85,bully,657853878667497473
user_85,bully,656631750739804160
user_86,bully,669489238661062660
user_86,bully,669496675141046272
user_86,bully,669285349361852416
user_86,bully,669202478286643200
user_86,bully,669387078011064320
user_86,bully,669439892691226624
user_86,bully,669277615061131264
user_86,bully,669190524541210624
user_86,bully,669179195713548288
user_86,bully,669417784502263808
user_87,bully,659879731689574401
user_87,bully,659838279362154496
user_87,bully,660190449894883328
user_87,bully,659876250417278976
user_87,bully,660008228357566464
user_87,bully,660085038684446720
user_87,bully,660142693583077376
user_87,bully,660016243693481984
user_87,bully,659915941090885632
user_87,bully,660039262042267648
user_88,bully,664519038761115648
user_88,bully,665929134414143488
user_88,bully,666021635594563585
user_88,bully,662265703446220800
user_88,bully,663443719878746112
user_88,bully,666742036666667008
user_88,bully,662716255573438464
user_88,bully,664603029707075584
user_88,bully,662562517571497984
user_88,bully,665580587730780161
user_89,bully,663466578843947008
user_89,bully,663436371454001152
user_89,bully,663498178692521984
user_89,bully,663402389177769984
user_89,bully,663496765249835008
user_89,bully,663436367272222721
user_89,bully,663462741051592704
user_89,bully,663498182920421376
user_89,bully,663458999707267072
user_90,bully,664580380461309953
user_90,bully,664083632261341184
user_90,bully,662645782886092800
user_90,bully,663877163440058368
user_90,bully,659798374758117380
user_90,bully,662015181871038464
user_90,bully,664402198038781956
user_90,bully,662993008338575360
user_90,bully,663782422497071104
user_90,bully,660269265069690880
user_91,bully,662197256603463680
user_91,bully,664702015247880192
user_91,bully,666122936407994369
user_91,bully,666669638768566272
user_91,bully,663677082535378944
user_91,bully,664561099249991680
user_91,bully,665209144383795200
user_91,bully,665829188310552576
user_91,bully,664668003640954880
user_91,bully,666946735453900800
user_92,bully,663875112417026048
user_92,bully,663985095473238016
user_92,bully,664011368580980736
user_92,bully,664128880408723456
user_92,bully,664015248324694016
user_92,bully,664106075961061377
user_92,bully,664106092759269376
user_92,bully,663695046743584768
user_92,bully,663988744526159872
user_92,bully,664015235720880128
user_93,bully,664572537091825664
user_93,bully,664627553781612544
user_93,bully,664632096196030464
user_93,bully,664529759406264320
user_93,bully,664584750900903936
user_94,bully,653610153158287360
user_94,bully,653745037772238848
user_94,bully,653932334434095104
user_94,bully,654174907807481856
user_94,bully,653792932542156800
user_94,bully,653516351739441152
user_94,bully,654026379110039552
user_94,bully,653644101859024898
user_94,bully,653819008546918401
user_94,bully,654072399017738240
user_95,bully,664357054728052736
user_95,bully,660744345524510720
user_95,bully,663832242448388100
user_95,bully,661282944460398592
user_95,bully,661864342116311040
user_95,bully,660789782390382592
user_95,bully,660988198139600896
user_95,bully,662721200662036481
user_95,bully,662823130654732288
user_95,bully,662620499625828352
user_96,bully,669249802631254016
user_96,bully,669255943071363072
user_96,bully,669320782837846016
user_96,bully,669263715125080064
user_96,bully,669182962206908416
user_97,bully,667621598984282112
user_97,bully,668947774994534400
user_97,bully,670913703999614976
user_97,bully,669777513187581952
user_97,bully,671033082284269568
user_97,bully,669856382854766592
user_97,bully,668560082892775424
user_97,bully,669514794546909184
user_97,bully,670168061597622276
user_97,bully,669295885457707008
user_98,bully,733623414192136194
user_98,bully,733744562460577792
user_98,bully,733804243224662017
user_98,bully,733813936248610817
user_98,bully,733648357718102016
user_98,bully,733921004238426112
user_99,bully,717898750375567360
user_99,bully,717909034834112513
user_99,bully,717901849982951425
user_99,bully,717875144849395712
user_99,bully,717903619962511360
user_99,bully,717896409962295296
user_99,bully,717902957254062080
user_99,bully,717904442046033920
user_100,bully,656808226084798464
user_100,bully,657192982190407680
user_100,bully,658319136020414465
user_100,bully,657862258886856704
user_100,bully,656808964290670592
user_100,bully,656807617919066112
user_100,bully,657311324444184576
user_100,bully,657139953567203328
user_100,bully,657999983023661056
user_100,bully,657648869476581377
user_101,bully,666141810784382976
user_101,bully,662426840229879809
user_101,bully,662939136689643520
user_101,bully,666554039560196096
user_101,bully,665211367352348672
user_101,bully,665393840522665984
user_101,bully,665313188280430593
user_101,bully,664676685854449664
user_101,bully,661728085935579136
user_101,bully,665248436615294976
user_102,normal,657776304981307392
user_102,normal,657768147060035584
user_102,normal,657737503491817472
user_102,normal,657941183088320513
user_102,normal,657785553425854464
user_102,normal,657863835936686080
user_102,normal,657735481845612544
user_102,normal,657923076269563905
user_102,normal,657714640349081600
user_102,normal,657778041448345600
user_103,normal,656183945894215680
user_103,normal,656191399134670848
user_103,normal,656277109736910848
user_103,normal,656183954266046464
user_103,normal,656199154415378432
user_104,normal,692242800994324487
user_104,normal,692291253568954369
user_104,normal,692339420981166080
user_104,normal,692131849058041856
user_104,normal,692432794555797504
user_104,normal,692364800689504256
user_104,normal,692186039486652419
user_104,normal,692367959000371201
user_104,normal,692475580667842560
user_104,normal,692241349744156674
user_105,normal,654339941103616000
user_105,normal,654233988765093888
user_105,normal,654443003545714688
user_105,normal,654195124356820992
user_105,normal,654116644747243520
user_106,normal,745797029226496000
user_106,normal,745689822807924736
user_106,normal,745961613694468097
user_106,normal,745640246134575104
user_106,normal,745842579363749889
user_106,normal,746007923025973252
user_106,normal,745565000341856256
user_106,normal,745582616410210304
user_106,normal,745652829050798080
user_107,normal,664725402686849025
user_107,normal,664488604878569473
user_107,normal,664750652426326016
user_107,normal,664840418920636416
user_107,normal,664802057799540736
user_107,normal,664657618544250881
user_107,normal,664595735808200704
user_107,normal,664483471050436608
user_108,normal,653736187824357376
user_108,normal,653639328762097666
user_108,normal,653637130913189889
user_108,normal,653734203893358592
user_108,normal,653640360535683072
user_109,normal,677135681341284354
user_109,normal,677234637538729988
user_109,normal,677031134102994944
user_109,normal,677010154202800128
user_109,normal,676976624940765186
user_110,normal,667791849961181184
user_110,normal,667907793115049984
user_110,normal,667794353952288768
user_110,normal,667833990120931328
user_110,normal,667794479794020352
user_110,normal,667806819419484160
user_110,normal,667793284404797440
user_110,normal,667917490358497280
user_110,normal,667796035880820737
user_110,normal,667792927914123264
user_111,normal,670003611322048512
user_111,normal,670102844377309184
user_111,normal,670001874863460352
user_111,normal,670102072625373184
user_111,normal,670001912624779265
user_111,normal,670091360360378370
user_111,normal,670101590280421376
user_112,normal,660459954923442176
user_112,normal,660388882450550785
user_112,normal,660496436983787524
user_112,normal,660388991468867585
user_112,normal,660413289105518592
user_112,normal,660497158404075521
user_112,normal,660327964375052292
user_112,normal,660435946714742784
user_112,normal,660342283733102592
user_112,normal,660428313106628608
user_113,normal,676239002081472512
user_113,normal,676461379864236033
user_113,normal,676432892138881024
user_113,normal,676284904519307264
user_113,normal,676381499340427264
user_114,normal,666736110081548288
user_114,normal,666686936090853377
user_114,normal,666687993026101248
user_114,normal,666685526808911872
user_114,normal,666648541423607808
user_114,normal,666637581694693376
user_114,normal,666687988835987456
user_114,normal,666687544235544577
